WKT;WKT_old;Region_1;Region_2;Region_1_Coord;Region_2_Coord;NEW_LINES;LoadFlow;YYY;XCapacityMonth
MultiLineString ((5.84525197601509561 50.5373023492166169, 8.4759038206545565 50.93127238335114271));LINESTRING (10.39366155475279996 51.10659218573432838,4.66398918713680199 50.64285116363035399);R_DE;R_BE;Point (10.39366155475279996 51.10659218573432838);Point (4.66398918713680199 50.64285116363035399);MultiLineString ((5.84525197601509561 50.5373023492166169, 8.4759038206545565 50.93127238335114271));NTC;2040;4000
MultiLineString ((2.94856464782348171 48.11213751567773755, 4.58093771194929289 50.44034797494555278));LINESTRING (2.55195521677779524 46.56450205398793685,4.66398918713680199 50.64285116363035399);R_FR;R_BE;Point (2.55195521677779524 46.56450205398793685);Point (4.66398918713680199 50.64285116363035399);MultiLineString ((2.94856464782348171 48.11213751567773755, 4.58093771194929289 50.44034797494555278));NTC;2040;7300
MultiLineString ((5.93371523146811608 49.87524930343233365, 5.53530772333297971 50.075409996584753));LINESTRING (6.0878139690320392 49.77062957536391963,4.66398918713680199 50.64285116363035399);R_LU;R_BE;Point (6.0878139690320392 49.77062957536391963);Point (4.66398918713680199 50.64285116363035399);MultiLineString ((5.93371523146811608 49.87524930343233365, 5.53530772333297971 50.075409996584753));NTC;2040;1180
MultiLineString ((5.44878161945921935 51.72529701218429921, 4.94253934007842943 50.82697272203432703));LINESTRING (5.60341802694661251 52.2492632896254392,4.66398918713680199 50.64285116363035399);R_NL;R_BE;Point (5.60341802694661251 52.2492632896254392);Point (4.66398918713680199 50.64285116363035399);MultiLineString ((5.44878161945921935 51.72529701218429921, 4.94253934007842943 50.82697272203432703));NTC;2040;7400
MultiLineString ((0.83706942642656534 52.26758042041441854, 4.13668428310492686 50.76820154294838261));LINESTRING (-2.89558470050635464 54.15534972029963967,4.66398918713680199 50.64285116363035399);R_UK;R_BE;Point (-2.89558470050635464 54.15534972029963967);Point (4.66398918713680199 50.64285116363035399);MultiLineString ((0.83706942642656534 52.26758042041441854, 4.13668428310492686 50.76820154294838261));NTC;2040;4400
MultiLineString ((31.80954031007323124 40.63965291954268366, 26.80910636680174974 43.08596021824114075));LINESTRING (35.17967189183074339 39.060595341662804,25.23150624402950726 42.76137671439207821);R_TR;R_BG;Point (35.17967189183074339 39.060595341662804);Point (25.23150624402950726 42.76137671439207821);MultiLineString ((31.80954031007323124 40.63965291954268366, 26.80910636680174974 43.08596021824114075));NTC;2040;2200
MultiLineString ((8.63604168454032006 46.6005176286923799, 10.73333112768930953 44.85541087464203258));LINESTRING (12.07174297035683175 42.79578239851078791,8.234429172288662 46.80256937605332013);R_IT;R_CH;Point (12.07174297035683175 42.79578239851078791);Point (8.234429172288662 46.80256937605332013);MultiLineString ((8.63604168454032006 46.6005176286923799, 10.73333112768930953 44.85541087464203258));NTC;2040;6110
MultiLineString ((8.55135633458644939 52.30456320777783219, 6.14915117787699206 52.3819862575768127));LINESTRING (5.60341802694661251 52.2492632896254392,10.39366155475279996 51.10659218573432838);R_NL;R_DE;Point (5.60341802694661251 52.2492632896254392);Point (10.39366155475279996 51.10659218573432838);MultiLineString ((8.55135633458644939 52.30456320777783219, 6.14915117787699206 52.3819862575768127));NTC;2040;8000
MultiLineString ((9.2791760088557087 56.21239706065560426, -0.99160166439792463 54.33539880684710255));LINESTRING (-2.89558470050635464 54.15534972029963967,10.0462984146926555 55.96339824225690762);R_UK;R_DK;Point (-2.89558470050635464 54.15534972029963967);Point (10.0462984146926555 55.96339824225690762);MultiLineString ((9.2791760088557087 56.21239706065560426, -0.99160166439792463 54.33539880684710255));NTC;2040;2800
MultiLineString ((-2.28251461161379066 41.77611831401414122, 0.46894467631007469 44.94948477342357052));LINESTRING (2.55195521677779524 46.56450205398793685,-3.64956496042895662 40.22682992875569852);R_FR;R_ES;Point (2.55195521677779524 46.56450205398793685);Point (-3.64956496042895662 40.22682992875569852);MultiLineString ((-2.28251461161379066 41.77611831401414122, 0.46894467631007469 44.94948477342357052));NTC;2040;11000
MultiLineString ((1.33685453387647635 48.15350924627485085, -0.6919888868052082 51.20556741851108029));LINESTRING (-2.89558470050635464 54.15534972029963967,2.55195521677779524 46.56450205398793685);R_UK;R_FR;Point (-2.89558470050635464 54.15534972029963967);Point (2.55195521677779524 46.56450205398793685);MultiLineString ((1.33685453387647635 48.15350924627485085, -0.6919888868052082 51.20556741851108029));NTC;2040;9450
MultiLineString ((16.51895717775547823 45.37033606032389343, 17.78653069680730781 44.1681152245203279));LINESTRING (16.41177821249747026 45.05116186966237279,17.78653069680730781 44.1681152245203279);R_HR;R_BA;Point (16.41177821249747026 45.05116186966237279);Point (17.78653069680730781 44.1681152245203279);MultiLineString ((16.51895717775547823 45.37033606032389343, 17.78653069680730781 44.1681152245203279));NTC;2040;2602
MultiLineString ((23.73671995897061393 42.98558695173787214, 22.17407052642689891 43.31287848605594348));LINESTRING (20.80527172323537499 44.03149841861639402,25.23150624402950726 42.76137671439207821);R_RS;R_BG;Point (20.80527172323537499 44.03149841861639402);Point (25.23150624402950726 42.76137671439207821);MultiLineString ((23.73671995897061393 42.98558695173787214, 22.17407052642689891 43.31287848605594348));NTC;2040;1620
MultiLineString ((18.40961711911639043 48.76413021184516339, 17.30673215332253179 49.18458266615190411));LINESTRING (19.49165388227613604 48.70753128946242327,15.3384120900681058 49.74285888947336787);R_SK;R_CZ;Point (19.49165388227613604 48.70753128946242327);Point (15.3384120900681058 49.74285888947336787);MultiLineString ((18.40961711911639043 48.76413021184516339, 17.30673215332253179 49.18458266615190411));NTC;2040;2600
MultiLineString ((14.26669560826543659 56.59541631941333861, 12.39282431392480532 53.41265195592901449));LINESTRING (16.73975403305356124 62.78989678415778997,10.39366155475279996 51.10659218573432838);R_SE;R_DE;Point (16.73975403305356124 62.78989678415778997);Point (10.39366155475279996 51.10659218573432838);MultiLineString ((14.26669560826543659 56.59541631941333861, 12.39282431392480532 53.41265195592901449));NTC;2040;5015
MultiLineString ((8.692864797532037 51.48788940368436329, 1.26840851140917477 52.61866570253903319));LINESTRING (-2.89558470050635464 54.15534972029963967,10.39366155475279996 51.10659218573432838);R_UK;R_DE;Point (-2.89558470050635464 54.15534972029963967);Point (10.39366155475279996 51.10659218573432838);MultiLineString ((8.692864797532037 51.48788940368436329, 1.26840851140917477 52.61866570253903319));NTC;2040;2800
MultiLineString ((12.67564844449724148 58.24186769739921488, 10.18778000000008888 56.46860000000003765));LINESTRING (16.73975403305356124 62.78989678415778997,10.0462984146926555 55.96339824225690762);R_SE;R_DK;Point (16.73975403305356124 62.78989678415778997);Point (10.0462984146926555 55.96339824225690762);MultiLineString ((12.67564844449724148 58.24186769739921488, 10.18778000000008888 56.46860000000003765));NTC;2040;7715
MultiLineString ((25.75013017013785444 61.61141795026200896, 25.52025484939860789 58.86172327070011789));LINESTRING (26.26637086488721096 64.50042200031850825,25.52761631201438064 58.67413590786344457);R_FI;R_EE;Point (26.26637086488721096 64.50042200031850825);Point (25.52761631201438064 58.67413590786344457);MultiLineString ((25.75013017013785444 61.61141795026200896, 25.52025484939860789 58.86172327070011789));NTC;2040;3116
MultiLineString ((26.09881745440522494 58.69034194304418151, 25.72688435118668693 56.97459208106180029));LINESTRING (24.92942396864251009 56.85753443708565413,25.52761631201438064 58.67413590786344457);R_LV;R_EE;Point (24.92942396864251009 56.85753443708565413);Point (25.52761631201438064 58.67413590786344457);MultiLineString ((26.09881745440522494 58.69034194304418151, 25.72688435118668693 56.97459208106180029));NTC;2040;3879
MultiLineString ((27.45482355988948342 66.33191523148741453, 18.48710318228691207 66.25715020148307133));LINESTRING (16.73975403305356124 62.78989678415778997,26.26637086488721096 64.50042200031850825);R_SE;R_FI;Point (16.73975403305356124 62.78989678415778997);Point (26.26637086488721096 64.50042200031850825);MultiLineString ((27.45482355988948342 66.33191523148741453, 18.48710318228691207 66.25715020148307133));NTC;2040;12000
MultiLineString ((16.14185833699224659 40.08466567765028543, 20.97698867883326557 39.4014854229700191));LINESTRING (12.07174297035683175 42.79578239851078791,22.95974634066739384 39.06853720123029206);R_IT;R_GR;Point (12.07174297035683175 42.79578239851078791);Point (22.95974634066739384 39.06853720123029206);MultiLineString ((16.14185833699224659 40.08466567765028543, 20.97698867883326557 39.4014854229700191));NTC;2040;2500
MultiLineString ((22.1965009010567158 40.66828515962531299, 21.92748438705842062 41.35312998850530164));LINESTRING (21.69747626732899093 41.5996823122770536,22.95974634066739384 39.06853720123029206);R_MK;R_GR;Point (21.69747626732899093 41.5996823122770536);Point (22.95974634066739384 39.06853720123029206);MultiLineString ((22.1965009010567158 40.66828515962531299, 21.92748438705842062 41.35312998850530164));NTC;2040;2350
MultiLineString ((28.20902124141598222 39.29362752532468761, 22.42856092889450181 39.24963770442928279));LINESTRING (35.17967189183074339 39.060595341662804,22.95974634066739384 39.06853720123029206);R_TR;R_GR;Point (35.17967189183074339 39.060595341662804);Point (22.95974634066739384 39.06853720123029206);MultiLineString ((28.20902124141598222 39.29362752532468761, 22.42856092889450181 39.24963770442928279));NTC;2040;2180
MultiLineString ((20.32094001065610911 45.02817732293024022, 18.55425777036804647 45.37759367902011576));LINESTRING (20.80527172323537499 44.03149841861639402,16.41177821249747026 45.05116186966237279);R_RS;R_HR;Point (20.80527172323537499 44.03149841861639402);Point (16.41177821249747026 45.05116186966237279);MultiLineString ((20.32094001065610911 45.02817732293024022, 18.55425777036804647 45.37759367902011576));NTC;2040;2000
MultiLineString ((20.99248589146736421 46.91989345398534539, 23.70966383998058546 46.25871515154589986));LINESTRING (24.96925875927502858 45.84361473342863746,19.41344796118307769 47.16650222537332127);R_RO;R_HU;Point (24.96925875927502858 45.84361473342863746);Point (19.41344796118307769 47.16650222537332127);MultiLineString ((20.99248589146736421 46.91989345398534539, 23.70966383998058546 46.25871515154589986));NTC;2040;6175
MultiLineString ((20.16596788431505516 45.52978852446238278, 19.70105150529187554 46.50193558538911276));LINESTRING (20.80527172323537499 44.03149841861639402,19.41344796118307769 47.16650222537332127);R_RS;R_HU;Point (20.80527172323537499 44.03149841861639402);Point (19.41344796118307769 47.16650222537332127);MultiLineString ((20.16596788431505516 45.52978852446238278, 19.70105150529187554 46.50193558538911276));NTC;2040;2200
MultiLineString ((15.51163835653859913 41.0957276341593527, 18.92102513604188019 42.57738344445730405));LINESTRING (19.25030495955028798 42.79159324834609635,12.07174297035683175 42.79578239851078791);R_ME;R_IT;Point (19.25030495955028798 42.79159324834609635);Point (12.07174297035683175 42.79578239851078791);MultiLineString ((15.51163835653859913 41.0957276341593527, 18.92102513604188019 42.57738344445730405));NTC;2040;2200
MultiLineString ((22.17802265797646299 55.80084060007474278, 16.02304637346410132 58.00179576188111241));LINESTRING (16.73975403305356124 62.78989678415778997,23.89812325011706307 55.33567048559037005);R_SE;R_LT;Point (16.73975403305356124 62.78989678415778997);Point (23.89812325011706307 55.33567048559037005);MultiLineString ((22.17802265797646299 55.80084060007474278, 16.02304637346410132 58.00179576188111241));NTC;2040;2300
MultiLineString ((24.92942396864251009 56.85753443708565413, 18.15133024188129696 59.83605435777835879));LINESTRING (16.73975403305356124 62.78989678415778997,24.92942396864251009 56.85753443708565413);R_SE;R_LV;Point (16.73975403305356124 62.78989678415778997);Point (24.92942396864251009 56.85753443708565413);MultiLineString ((24.92942396864251009 56.85753443708565413, 18.15133024188129696 59.83605435777835879));NTC;2040;500
MultiLineString ((9.20943855200223283 46.80952051982817608, 11.65799814819095204 47.25666369209499607));LINESTRING (8.234429172288662 46.80256937605332013,14.14019348879524962 47.59290260691519592);R_CH;R_AT;Point (8.234429172288662 46.80256937605332013);Point (14.14019348879524962 47.59290260691519592);MultiLineString ((9.20943855200223283 46.80952051982817608, 11.65799814819095204 47.25666369209499607));NTC;2040;2200
MultiLineString ((13.46342342006428439 47.90564445183223796, 11.32739094533002699 49.09418014799860686));LINESTRING (10.39366155475279996 51.10659218573432838,14.14019348879524962 47.59290260691519592);R_DE;R_AT;Point (10.39366155475279996 51.10659218573432838);Point (14.14019348879524962 47.59290260691519592);MultiLineString ((13.46342342006428439 47.90564445183223796, 11.32739094533002699 49.09418014799860686));NTC;2040;11500
MultiLineString ((4.35364525998241092 46.95428336648713241, 7.42725909908006443 46.84928091872819778));LINESTRING (2.55195521677779524 46.56450205398793685,8.234429172288662 46.80256937605332013);R_FR;R_CH;Point (2.55195521677779524 46.56450205398793685);Point (8.234429172288662 46.80256937605332013);MultiLineString ((4.35364525998241092 46.95428336648713241, 7.42725909908006443 46.84928091872819778));NTC;2040;6500
MultiLineString ((9.22493576463634213 49.56130118202203505, 5.42811866928041464 47.68267672905448507));LINESTRING (2.55195521677779524 46.56450205398793685,10.39366155475279996 51.10659218573432838);R_FR;R_DE;Point (2.55195521677779524 46.56450205398793685);Point (10.39366155475279996 51.10659218573432838);MultiLineString ((9.22493576463634213 49.56130118202203505, 5.42811866928041464 47.68267672905448507));NTC;2040;6800
MultiLineString ((-8.38506352525257981 39.49223642008180946, -6.11063188176875194 39.69148704861871124));LINESTRING (-7.96218719075277637 39.69190982231604892,-3.64956496042895662 40.22682992875569852);R_PT;R_ES;Point (-7.96218719075277637 39.69190982231604892);Point (-3.64956496042895662 40.22682992875569852);MultiLineString ((-8.38506352525257981 39.49223642008180946, -6.11063188176875194 39.69148704861871124));NTC;2040;5500
MultiLineString ((-8.15057896021401795 53.17638162826426651, -1.61794734169303278 47.86320690651394472));LINESTRING (-8.15057896021401795 53.17638162826426651,2.55195521677779524 46.56450205398793685);R_IE;R_FR;Point (-8.15057896021401795 53.17638162826426651);Point (2.55195521677779524 46.56450205398793685);MultiLineString ((-8.15057896021401795 53.17638162826426651, -1.61794734169303278 47.86320690651394472));NTC;2040;2100
MultiLineString ((3.15519414961156208 45.84284316605176457, 9.36182780957094351 44.8627342774531499));LINESTRING (12.07174297035683175 42.79578239851078791,2.55195521677779524 46.56450205398793685);R_IT;R_FR;Point (12.07174297035683175 42.79578239851078791);Point (2.55195521677779524 46.56450205398793685);MultiLineString ((3.15519414961156208 45.84284316605176457, 9.36182780957094351 44.8627342774531499));NTC;2040;4310
MultiLineString ((12.47547611464004724 45.88331270581830523, 14.07685475349764737 46.01261727853987793));LINESTRING (14.82653748920358083 46.12356376353400123,12.07174297035683175 42.79578239851078791);R_SI;R_IT;Point (14.82653748920358083 46.12356376353400123);Point (12.07174297035683175 42.79578239851078791);MultiLineString ((12.47547611464004724 45.88331270581830523, 14.07685475349764737 46.01261727853987793));NTC;2040;2153
MultiLineString ((9.55683440188345656 35.58515630628098592, 12.91843810909822388 42.18052721413720718));LINESTRING (9.56133584498835454 34.1108585920798788,12.07174297035683175 42.79578239851078791);R_TN;R_IT;Point (9.56133584498835454 34.1108585920798788);Point (12.07174297035683175 42.79578239851078791);MultiLineString ((9.55683440188345656 35.58515630628098592, 12.91843810909822388 42.18052721413720718));NTC;2040;1600
MultiLineString ((8.692864797532037 51.48788940368436329, 4.13668428310492686 50.76820154294838261));LINESTRING (-2.89558470050635464 54.15534972029963967,5.60341802694661251 52.2492632896254392);R_UK;R_NL;Point (-2.89558470050635464 54.15534972029963967);Point (5.60341802694661251 52.2492632896254392);MultiLineString ((8.692864797532037 51.48788940368436329, 4.13668428310492686 50.76820154294838261));NTC;2040;3000
MultiLineString ((7.12248058394263772 59.91318572208340498, -2.02991491088301146 55.27027826462435911));LINESTRING (-2.89558470050635464 54.15534972029963967,14.08480083670671767 64.44817113990757207);R_UK;R_NO;Point (-2.89558470050635464 54.15534972029963967);Point (14.08480083670671767 64.44817113990757207);MultiLineString ((7.12248058394263772 59.91318572208340498, -2.02991491088301146 55.27027826462435911));NTC;2040;3400
MultiLineString ((19.78897402412332696 42.01543137050334309, 19.34036653152704588 42.60703603412210327));LINESTRING (19.25030495955028798 42.79159324834609635,20.06838460591877649 41.14228482341689386);R_ME;R_AL;Point (19.25030495955028798 42.79159324834609635);Point (20.06838460591877649 41.14228482341689386);MultiLineString ((19.78897402412332696 42.01543137050334309, 19.34036653152704588 42.60703603412210327));NTC;2040;2400
MultiLineString ((20.68618900931589266 42.65104466059628407, 20.21515114208979824 42.01543137050334309));LINESTRING (20.80527172323537499 44.03149841861639402,20.06838460591877649 41.14228482341689386);R_RS;R_AL;Point (20.80527172323537499 44.03149841861639402);Point (20.06838460591877649 41.14228482341689386);MultiLineString ((20.68618900931589266 42.65104466059628407, 20.21515114208979824 42.01543137050334309));NTC;2040;1250
MultiLineString ((20.06838460591877649 41.14228482341689386, 20.99273746259002138 41.37901212486220004));LINESTRING (21.69747626732899093 41.5996823122770536,20.06838460591877649 41.14228482341689386);R_MK;R_AL;Point (21.69747626732899093 41.5996823122770536);Point (20.06838460591877649 41.14228482341689386);MultiLineString ((20.06838460591877649 41.14228482341689386, 20.99273746259002138 41.37901212486220004));NTC;2040;1500
MultiLineString ((21.40396099746994807 40.08160531709473418, 20.15047067168095296 40.66708636149225953));LINESTRING (22.95974634066739384 39.06853720123029206,20.06838460591877649 41.14228482341689386);R_GR;R_AL;Point (22.95974634066739384 39.06853720123029206);Point (20.06838460591877649 41.14228482341689386);MultiLineString ((21.40396099746994807 40.08160531709473418, 20.15047067168095296 40.66708636149225953));NTC;2040;1600
MultiLineString ((15.06480205892188096 49.65084945197212107, 14.71353190588215476 48.22324846560341172));LINESTRING (15.3384120900681058 49.74285888947336787,14.14019348879524962 47.59290260691519592);R_CZ;R_AT;Point (15.3384120900681058 49.74285888947336787);Point (14.14019348879524962 47.59290260691519592);MultiLineString ((15.06480205892188096 49.65084945197212107, 14.71353190588215476 48.22324846560341172));NTC;2040;2400
MultiLineString ((15.82933121553777767 47.60698058233428043, 17.92403778991440788 47.32061072631364596));LINESTRING (19.41344796118307769 47.16650222537332127,14.14019348879524962 47.59290260691519592);R_HU;R_AT;Point (19.41344796118307769 47.16650222537332127);Point (14.14019348879524962 47.59290260691519592);MultiLineString ((15.82933121553777767 47.60698058233428043, 17.92403778991440788 47.32061072631364596));NTC;2040;2800
MultiLineString ((18.11000434152367689 43.5285833438484886, 19.21030643854518871 42.97173000362521833));LINESTRING (19.25030495955028798 42.79159324834609635,17.78653069680730781 44.1681152245203279);R_ME;R_BA;Point (19.25030495955028798 42.79159324834609635);Point (17.78653069680730781 44.1681152245203279);MultiLineString ((18.11000434152367689 43.5285833438484886, 19.21030643854518871 42.97173000362521833));NTC;2040;2500
MultiLineString ((18.8306247290095996 43.87775393404623259, 20.79360499599633627 43.73609034361010828));LINESTRING (20.80527172323537499 44.03149841861639402,17.78653069680730781 44.1681152245203279);R_RS;R_BA;Point (20.80527172323537499 44.03149841861639402);Point (17.78653069680730781 44.1681152245203279);MultiLineString ((18.8306247290095996 43.87775393404623259, 20.79360499599633627 43.73609034361010828));NTC;2040;2680
MultiLineString ((23.45654270029019628 40.91738315940639126, 24.26757215854288674 41.84299355304003853));LINESTRING (22.95974634066739384 39.06853720123029206,25.23150624402950726 42.76137671439207821);R_GR;R_BG;Point (22.95974634066739384 39.06853720123029206);Point (25.23150624402950726 42.76137671439207821);MultiLineString ((23.45654270029019628 40.91738315940639126, 24.26757215854288674 41.84299355304003853));NTC;2040;2400
MultiLineString ((25.14057313986302589 42.80993478295473409, 25.42468870482163013 45.19132332961283538));LINESTRING (24.96925875927502858 45.84361473342863746,25.23150624402950726 42.76137671439207821);R_RO;R_BG;Point (24.96925875927502858 45.84361473342863746);Point (25.23150624402950726 42.76137671439207821);MultiLineString ((25.14057313986302589 42.80993478295473409, 25.42468870482163013 45.19132332961283538));NTC;2040;3190
MultiLineString ((22.41332785581158404 41.79841781733757955, 23.52736979575901799 42.24277809659356819));LINESTRING (21.69747626732899093 41.5996823122770536,25.23150624402950726 42.76137671439207821);R_MK;R_BG;Point (21.69747626732899093 41.5996823122770536);Point (25.23150624402950726 42.76137671439207821);MultiLineString ((22.41332785581158404 41.79841781733757955, 23.52736979575901799 42.24277809659356819));NTC;2040;1400
MultiLineString ((11.19308176916777775 50.9963411545548766, 14.63088010516691995 49.83778262637398626));LINESTRING (10.39366155475279996 51.10659218573432838,15.3384120900681058 49.74285888947336787);R_DE;R_CZ;Point (10.39366155475279996 51.10659218573432838);Point (15.3384120900681058 49.74285888947336787);MultiLineString ((11.19308176916777775 50.9963411545548766, 14.63088010516691995 49.83778262637398626));NTC;2040;5500
MultiLineString ((18.3915370377099272 51.56502250361593553, 15.78800531518015049 49.78444664075005477));LINESTRING (19.40088385467417353 52.1246100865655464,15.3384120900681058 49.74285888947336787);R_PL;R_CZ;Point (19.40088385467417353 52.1246100865655464);Point (15.3384120900681058 49.74285888947336787);MultiLineString ((18.3915370377099272 51.56502250361593553, 15.78800531518015049 49.78444664075005477));NTC;2040;2800
MultiLineString ((9.25334732113219438 55.58976636664731785, 9.55812583626960688 53.96023353387142407));LINESTRING (10.0462984146926555 55.96339824225690762,10.39366155475279996 51.10659218573432838);R_DK;R_DE;Point (10.0462984146926555 55.96339824225690762);Point (10.39366155475279996 51.10659218573432838);MultiLineString ((9.25334732113219438 55.58976636664731785, 9.55812583626960688 53.96023353387142407));NTC;2040;9500
MultiLineString ((8.33126316940289158 59.74703428963145058, 8.58051000593477475 53.03845602126986591));LINESTRING (14.08480083670671767 64.44817113990757207,10.39366155475279996 51.10659218573432838);R_NO;R_DE;Point (14.08480083670671767 64.44817113990757207);Point (10.39366155475279996 51.10659218573432838);MultiLineString ((8.33126316940289158 59.74703428963145058, 8.58051000593477475 53.03845602126986591));NTC;2040;3400
MultiLineString ((12.08933723317356268 51.73169621046497468, 17.68899673163046771 52.22804655308219424));LINESTRING (19.40088385467417353 52.1246100865655464,10.39366155475279996 51.10659218573432838);R_PL;R_DE;Point (19.40088385467417353 52.1246100865655464);Point (10.39366155475279996 51.10659218573432838);MultiLineString ((12.08933723317356268 51.73169621046497468, 17.68899673163046771 52.22804655308219424));NTC;2040;7000
MultiLineString ((8.92015724949891364 59.79904566776788499, 9.6717720622530603 56.47578008330541621));LINESTRING (14.08480083670671767 64.44817113990757207,10.0462984146926555 55.96339824225690762);R_NO;R_DK;Point (14.08480083670671767 64.44817113990757207);Point (10.0462984146926555 55.96339824225690762);MultiLineString ((8.92015724949891364 59.79904566776788499, 9.6717720622530603 56.47578008330541621));NTC;2040;3632
MultiLineString ((8.99376900951092928 55.61019567478849979, 6.5374608070051563 52.91091987011495945));LINESTRING (5.60341802694661251 52.2492632896254392,10.0462984146926555 55.96339824225690762);R_NL;R_DK;Point (5.60341802694661251 52.2492632896254392);Point (10.0462984146926555 55.96339824225690762);MultiLineString ((8.99376900951092928 55.61019567478849979, 6.5374608070051563 52.91091987011495945));NTC;2040;2700
MultiLineString ((24.36829537693008163 69.54026366438289131, 26.17372064880340332 67.41912488805211012));LINESTRING (14.08480083670671767 64.44817113990757207,26.26637086488721096 64.50042200031850825);R_NO;R_FI;Point (14.08480083670671767 64.44817113990757207);Point (26.26637086488721096 64.50042200031850825);MultiLineString ((24.36829537693008163 69.54026366438289131, 26.17372064880340332 67.41912488805211012));NTC;2040;1000
MultiLineString ((18.16166171697069842 46.28817299483927172, 17.36613813508659732 45.61657260444351891));LINESTRING (19.41344796118307769 47.16650222537332127,16.41177821249747026 45.05116186966237279);R_HU;R_HR;Point (19.41344796118307769 47.16650222537332127);Point (16.41177821249747026 45.05116186966237279);MultiLineString ((18.16166171697069842 46.28817299483927172, 17.36613813508659732 45.61657260444351891));NTC;2040;2000
MultiLineString ((15.10354509050715066 45.97672959774476453, 15.52713556917271021 45.3412962715195178));LINESTRING (14.82653748920358083 46.12356376353400123,16.41177821249747026 45.05116186966237279);R_SI;R_HR;Point (14.82653748920358083 46.12356376353400123);Point (16.41177821249747026 45.05116186966237279);MultiLineString ((15.10354509050715066 45.97672959774476453, 15.52713556917271021 45.3412962715195178));NTC;2040;3500
MultiLineString ((17.31448075963958289 46.7927239646157318, 15.62011884497734648 46.48415401605165442));LINESTRING (14.82653748920358083 46.12356376353400123,19.41344796118307769 47.16650222537332127);R_SI;R_HU;Point (14.82653748920358083 46.12356376353400123);Point (19.41344796118307769 47.16650222537332127);MultiLineString ((17.31448075963958289 46.7927239646157318, 15.62011884497734648 46.48415401605165442));NTC;2040;2200
MultiLineString ((19.65972560493426258 47.7113603678046303, 19.84569215654353513 48.52521093017097797));LINESTRING (19.49165388227613604 48.70753128946242327,19.41344796118307769 47.16650222537332127);R_SK;R_HU;Point (19.49165388227613604 48.70753128946242327);Point (19.41344796118307769 47.16650222537332127);MultiLineString ((19.65972560493426258 47.7113603678046303, 19.84569215654353513 48.52521093017097797));NTC;2040;4513
MultiLineString ((26.34935572532328152 56.58119372342460451, 25.00626396370077131 55.53718499653136575));LINESTRING (24.92942396864251009 56.85753443708565413,23.89812325011706307 55.33567048559037005);R_LV;R_LT;Point (24.92942396864251009 56.85753443708565413);Point (23.89812325011706307 55.33567048559037005);MultiLineString ((26.34935572532328152 56.58119372342460451, 25.00626396370077131 55.53718499653136575));NTC;2040;2450
MultiLineString ((19.52541642877201156 43.01329285985794826, 20.68254163878525276 43.38327763586849528));LINESTRING (20.80527172323537499 44.03149841861639402,19.25030495955028798 42.79159324834609635);R_RS;R_ME;Point (20.80527172323537499 44.03149841861639402);Point (19.25030495955028798 42.79159324834609635);MultiLineString ((19.52541642877201156 43.01329285985794826, 20.68254163878525276 43.38327763586849528));NTC;2040;2140
MultiLineString ((21.50863607907574604 42.79385777554936965, 21.7689774118153494 41.88580294254953174));LINESTRING (20.80527172323537499 44.03149841861639402,21.69747626732899093 41.5996823122770536);R_RS;R_MK;Point (20.80527172323537499 44.03149841861639402);Point (21.69747626732899093 41.5996823122770536);MultiLineString ((21.50863607907574604 42.79385777554936965, 21.7689774118153494 41.88580294254953174));NTC;2040;1480
MultiLineString ((7.60805991314462027 59.75223907450590133, 6.13453327851840235 53.17180934312863627));LINESTRING (14.08480083670671767 64.44817113990757207,5.60341802694661251 52.2492632896254392);R_NO;R_NL;Point (14.08480083670671767 64.44817113990757207);Point (5.60341802694661251 52.2492632896254392);MultiLineString ((7.60805991314462027 59.75223907450590133, 6.13453327851840235 53.17180934312863627));NTC;2040;2700
MultiLineString ((13.55511526148275436 62.71070227945963182, 10.39755818728368553 62.62591042150123855));LINESTRING (16.73975403305356124 62.78989678415778997,14.08480083670671767 64.44817113990757207);R_SE;R_NO;Point (16.73975403305356124 62.78989678415778997);Point (14.08480083670671767 64.44817113990757207);MultiLineString ((13.55511526148275436 62.71070227945963182, 10.39755818728368553 62.62591042150123855));NTC;2040;8995
MultiLineString ((15.83707982185483054 57.04772013879650672, 18.61624662090447657 53.71638432461801216));LINESTRING (16.73975403305356124 62.78989678415778997,19.40088385467417353 52.1246100865655464);R_SE;R_PL;Point (16.73975403305356124 62.78989678415778997);Point (19.40088385467417353 52.1246100865655464);MultiLineString ((15.83707982185483054 57.04772013879650672, 18.61624662090447657 53.71638432461801216));NTC;2040;1600
MultiLineString ((19.47375905332500068 50.58816476900444314, 19.3626956961138994 48.86872635472813897));LINESTRING (19.49165388227613604 48.70753128946242327,19.40088385467417353 52.1246100865655464);R_SK;R_PL;Point (19.49165388227613604 48.70753128946242327);Point (19.40088385467417353 52.1246100865655464);MultiLineString ((19.47375905332500068 50.58816476900444314, 19.3626956961138994 48.86872635472813897));NTC;2040;2818
MultiLineString ((21.48323095821405104 43.92148979946495757, 23.97828219230508751 45.58314045644333135));LINESTRING (20.80527172323537499 44.03149841861639402,24.96925875927502858 45.84361473342863746);R_RS;R_RO;Point (20.80527172323537499 44.03149841861639402);Point (24.96925875927502858 45.84361473342863746);MultiLineString ((21.48323095821405104 43.92148979946495757, 23.97828219230508751 45.58314045644333135));NTC;2040;2800
